<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:0d9793670361e92144382ca3e5376556b0565f3976bf73220399cfb740e2843a
size 196654
=======
,PUBLISHEDDATE,ARTICLETITLE
1905,2019-01-21,rpreet Bajwa ByExpress News ServiceCHANDIGARH: Bags of rice meant for distribution among the poor (for Rs 3 per Kg) in Bihar and Uttar Pradesh are making their way into Punjab illegally. At times- the bags delivered to the Food Corporation of India (FCI) in 2017-18 with printed Punjab lot number  were also found.Sources said the practice of recycling public distribution system (PDS) rice has been on for last few years in Punjab and Haryana. The illegal supply was detected last year between September and November. A probe showed that 1.90 lakh bags of paddy (37.5 kg per bag) and one lakh bags of rice (50 kg per bag) were seized by the Punjab food supplies department in 41 raids. The department got seven cases registered with the police.The modus operandi is simple. Under the National Food Security Act
1906,2019-01-21,rpreet Bajwa ByExpress News ServiceCHANDIGARH: Bags of rice meant for distribution among the poor (for Rs 3 per Kg) in Bihar and Uttar Pradesh are making their way into Punjab illegally. At times- the bags delivered to the Food Corporation of India (FCI) in 2017-18 with printed Punjab lot number  were also found.Sources said the practice of recycling public distribution system (PDS) rice has been on for last few years in Punjab and Haryana. The illegal supply was detected last year between September and November. A probe showed that 1.90 lakh bags of paddy (37.5 kg per bag) and one lakh bags of rice (50 kg per bag) were seized by the Punjab food supplies department in 41 raids. The department got seven cases registered with the police.The modus operandi is simple. Under the National Food Security Act
1907,2019-01-21,rpreet Bajwa ByExpress News ServiceCHANDIGARH: Bags of rice meant for distribution among the poor (for Rs 3 per Kg) in Bihar and Uttar Pradesh are making their way into Punjab illegally. At times- the bags delivered to the Food Corporation of India (FCI) in 2017-18 with printed Punjab lot number  were also found.Sources said the practice of recycling public distribution system (PDS) rice has been on for last few years in Punjab and Haryana. The illegal supply was detected last year between September and November. A probe showed that 1.90 lakh bags of paddy (37.5 kg per bag) and one lakh bags of rice (50 kg per bag) were seized by the Punjab food supplies department in 41 raids. The department got seven cases registered with the police.The modus operandi is simple. Under the National Food Security Act
1908,2019-01-30,is story is from January 30- 2019A bike that was parked in front of a petrol pump  barely 100 meters away from the rally ground  was set on fireMake sense of the 2019 Lok Sabha elections and results on May 23 with TOI. Follow us to track latest news
1909,2019-01-30,is story is from January 30- 2019A bike that was parked in front of a petrol pump  barely 100 meters away from the rally ground  was set on fireMake sense of the 2019 Lok Sabha elections and results on May 23 with TOI. Follow us to track latest news
1910,2019-02-14,is story is from February 14- 2019ADownload The Times of India News App for Latest CityMake sense of the 2019 Lok Sabha elections and results on May 23 with TOI. Follow us to track latest news
1911,2019-02-14,is story is from February 14- 2019ADownload The Times of India News App for Latest CityMake sense of the 2019 Lok Sabha elections and results on May 23 with TOI. Follow us to track latest news
1912,2019-04-08,e Madras High Court Monday quashed the entire land acquisition proceedings initiated for the proposed Rs 10-000 crore greenfield Chennai-Salem highway project. The bench held the project required a mega realignment as the proposed route would have an adverse effect on the environment.AdvertisingA special bench of Justice T S Sivagnanam and Justice Bhavani Subbarayan passed the order allowing a batch of petitions by 35 landowners and PMK leader Anbumani Ramadoss
1913,2019-04-08,e Madras High Court Monday quashed the entire land acquisition proceedings initiated for the proposed Rs 10-000 crore greenfield Chennai-Salem highway project. The bench held the project required a mega realignment as the proposed route would have an adverse effect on the environment.AdvertisingA special bench of Justice T S Sivagnanam and Justice Bhavani Subbarayan passed the order allowing a batch of petitions by 35 landowners and PMK leader Anbumani Ramadoss
1914,2019-04-08,e Madras High Court Monday quashed the entire land acquisition proceedings initiated for the proposed Rs 10-000 crore greenfield Chennai-Salem highway project. The bench held the project required a mega realignment as the proposed route would have an adverse effect on the environment.AdvertisingA special bench of Justice T S Sivagnanam and Justice Bhavani Subbarayan passed the order allowing a batch of petitions by 35 landowners and PMK leader Anbumani Ramadoss
1915,2019-04-23,anab mondal ByExpress News ServiceKOLKATA: Irrespective of who wins the Murshidabad and Jangipur Lok Sabha (LS)constituencies- voters on either side of river Bhagirathi have just one wish  to be able to exercise their franchise
1916,2019-04-23,anab mondal ByExpress News ServiceKOLKATA: Irrespective of who wins the Murshidabad and Jangipur Lok Sabha (LS)constituencies- voters on either side of river Bhagirathi have just one wish  to be able to exercise their franchise
1917,2019-05-04,Mahesh Kumar ByExpress News ServiceTIRUPATI: Some scientists and researchers from various states participating in the second day of the Annual Group Meeting on castor- sunflower
1918,2019-05-04,Mahesh Kumar ByExpress News ServiceTIRUPATI: Some scientists and researchers from various states participating in the second day of the Annual Group Meeting on castor- sunflower
1919,2019-05-06, IANSKOLKATA: As the fifth phase of Lok Sabha elections got underway in West Bengal on Monday- the ruling Trinamool Congress offered free 'soft drinks' to the voters in an area under the Sreerampur Lok Sabha constituency. The party had tried similar tactics in the previous phases too.Trinamool workers were seen distributing cold drinks to the people enroute the polling stations. Local party leaders cited the unbearable heat as the reason behind the kind act
1920,2019-05-06, IANSKOLKATA: As the fifth phase of Lok Sabha elections got underway in West Bengal on Monday- the ruling Trinamool Congress offered free 'soft drinks' to the voters in an area under the Sreerampur Lok Sabha constituency. The party had tried similar tactics in the previous phases too.Trinamool workers were seen distributing cold drinks to the people enroute the polling stations. Local party leaders cited the unbearable heat as the reason behind the kind act
1921,2019-05-06, IANSKOLKATA: As the fifth phase of Lok Sabha elections got underway in West Bengal on Monday- the ruling Trinamool Congress offered free 'soft drinks' to the voters in an area under the Sreerampur Lok Sabha constituency. The party had tried similar tactics in the previous phases too.Trinamool workers were seen distributing cold drinks to the people enroute the polling stations. Local party leaders cited the unbearable heat as the reason behind the kind act
1922,2019-06-18,patchy start to the monsoon has impacted sowing of key summer crops as parched conditions have spread rapidly to nearly half the states- raising fears of a widespread drought
1923,2019-06-18,patchy start to the monsoon has impacted sowing of key summer crops as parched conditions have spread rapidly to nearly half the states- raising fears of a widespread drought
1924,2019-06-20,district administration team on Wednesday visited the home of a 66-year-old widow who has not been getting public distribution ration for the last two years and has been surviving on neighbours charity.The visit came against the backdrop of starvation deaths in Jharkhand being linked to allegations of ration not reaching those most in need.The team- led by Jharia circle officer Rajesh Kumar
